Date,Close,High,Low,Open,Volume
2023-05-18,17.2271671295166,17.763343092579017,16.2044585656995,17.763343092579017,74603660
2023-05-22,15.737787246704102,17.20730884672661,15.568990718739004,17.20730884672661,53623380
2023-05-23,14.973237991333008,15.68814086975399,14.963308561109327,15.68814086975399,29301590
2023-05-24,15.439910888671877,16.115096050263897,14.903733963358093,14.96330865121374,45213050
2023-05-25,15.211538314819336,15.568990219963384,15.042741792261884,15.42998104052708,26206030
2023-05-26,15.211538314819336,15.370405407362217,15.161893058591607,15.221467744833909,13674400
2023-05-29,15.449840545654297,15.727857969212776,15.320760790842924,15.320760790842924,26361650
2023-05-30,15.499485969543455,15.608707811585967,15.439911280177192,15.489557485930822,23495500
2023-05-31,16.403043746948242,16.829999777308682,15.400194020573649,15.49948548203526,57088000
2023-06-01,16.154813766479492,16.551981508471528,16.1150960453577,16.42290270251606,31704510
2023-06-02,15.995946884155272,16.38318520105893,15.916513334691826,16.184600380477708,23393580
2023-06-05,16.085309982299805,16.333540062928844,16.04559226035345,16.05552169084004,25036910
2023-06-06,16.035663604736328,16.264034835427463,15.995947774716065,16.085310759568298,23208990
2023-06-07,16.015804290771484,16.34346792803323,15.936370739127584,16.055522013516065,29489520
2023-06-08,16.16474151611328,16.45268738892786,15.9760861480896,16.015801971236964,27471200
2023-06-09,16.64134407043457,17.33638712805477,16.293821594701903,16.343466851015798,49000400
2023-06-12,16.492406845092773,16.978937566485207,16.492406845092773,16.64134451183002,27111220
2023-06-13,16.12502670288086,16.50233750687353,16.085310872581555,16.492408075837375,18707440
2023-06-14,16.13495445251465,16.254105718686613,15.96615793018069,16.16474274251892,12670310
2023-06-15,16.343467712402344,16.651274378075946,16.134955352280127,16.204459472320867,17707060
2023-06-16,16.70092010498047,17.306602128899033,16.26403461753862,16.343468170360296,37641320
2023-06-20,15.717927932739258,16.373255165034895,15.65835324630651,15.737786792831884,13980420
2023-06-21,15.757645606994627,16.075380758186203,15.72785826207507,15.77750446822275,9372290
2023-06-22,15.886724472045898,15.966158018652322,15.57891876875408,15.787432065326584,9072750
2023-06-23,16.14488410949707,16.353396460923076,15.96615815464898,16.03566227179098,15674100
2023-06-26,16.353395462036133,16.53212140596741,16.144883123346336,16.184598947639376,11703690
2023-06-27,16.403043746948242,16.51226369171021,16.28389247811817,16.34346716561062,5280387
2023-07-03,17.177520751953125,17.227167904183638,16.452689373994556,16.452689373994556,23610620
2023-07-04,17.892423629760742,18.359095472524885,16.829999249229648,17.17751982690235,36631890
2023-07-05,19.67967987060547,19.67967987060547,17.922210500476748,18.021502908376053,59025930
2023-07-06,19.89812469482422,21.288212804083603,19.630035746181584,19.79883228119599,41568220
2023-07-07,19.798831939697266,20.65274213694277,19.342087602423646,19.898124351612857,24573070
2023-07-10,21.764812469482425,21.764812469482425,20.156280793223395,20.176139653214957,23991930
2023-07-12,24.346406936645508,24.346406936645508,22.161981453957747,22.281132726803268,28178220
2023-07-13,26.76913070678711,26.76913070678711,24.74357425478027,25.339326820845297,52624780
2023-07-14,25.339326858520508,27.48403458446724,24.624423020641466,27.166300387118863,52880510
2023-07-17,27.861343383789062,27.861343383789062,25.41876032887889,25.43861918961276,27704610
2023-07-18,27.801769256591797,29.64860167752444,27.603184432935187,28.67553831422135,48271070
2023-07-19,27.02729034423828,28.67553791878494,26.411680808313495,28.19893662119571,26974500
2023-07-20,26.828706741333008,28.993273280663782,26.76913016025122,27.34502574763754,25291990
2023-07-21,25.87550163269043,27.464174438963184,25.498192764450145,27.305307347720422,19303040
2023-07-24,25.557767868041992,26.987573606447494,24.823007085570524,26.014512183215967,17079920
2023-07-25,25.71663475036621,26.78898857188909,24.683998648899244,25.736493610394167,25455640
2023-07-26,26.51097297668457,27.52375025135209,25.5577684963652,25.935079273895123,32696950
2023-07-27,29.15214157104492,29.15214157104492,26.550689466351866,26.709556568059583,32511310
2023-07-28,30.30392837524414,31.773449982407648,29.271290341770197,29.986194178435294,56108900
2023-07-31,29.410301208496097,31.078405783444044,29.15214169367379,30.681238027504055,27290540
2023-08-01,30.46279525756836,30.720954764105656,28.834406563551,29.430157231419173,30365810
2023-08-02,31.35642433166504,33.00467384209372,30.006052060210564,30.48265526380025,50908430
2023-08-03,30.482654571533203,32.111043289768276,30.442936849700537,31.67415781883501,25254510
2023-08-04,31.674158096313477,32.62736259635059,30.5025118058187,30.93939728057926,29240650
2023-08-07,31.058547973632812,32.349345512734146,30.820247326532225,32.111042971788365,22051850
